ïcountyfips,locationname,tract_id,measure,heart_disease,diabetes,cancer,smoke,self_health,binge_drink,phy_act,sleep,chol_screen,insur_rate,broadband_perc,hpsatract,countyfips,hpsacounty,zip,ozone,pm25,dieselpm,pesticides,toxrelease,cleanupsites,groundwaterthreats,hazwaste,impwaterbodies,solidwaste,pollutionburden,pollutionburdenscore,drinkingwatern,trafficn,leadn,asthman,lowbirthweightn,cardiovasculardiseasen,educationn,linguisticisolationn,povertyn,unemploymentn,housingburdenn,californiacounty,totalpopulation,children10years_n,pop1064years_n,elderly64years_n,hispanic_n,white_n,africanamerican_n,nativeamerican_n,asianamerican_n,othermultiple_n
6037,6037199300,6037199300,Coronary heart disease among adults aged >=18 years,5.4000001,12.2,4.9000001,12.2,24.9,15.9,27.299999,35.700001,86.599998,87.655457,86.861313,0,6037,0,90031,.050999999,11.829169,.114,0,1545.3767,20.25,7.5,.22,8,5.25,59.77,7.3000002,488.79001,1929.748,65.449997,44.639999,5.5900002,7.6999998,30.4,11.5,36,10.5,29.299999,Los Angeles,4202,6.3499999,78.910004,14.73,59.16,25.99,1.4,.5,12.23,.70999998
6037,6037199400,6037199400,Coronary heart disease among adults aged >=18 years,5.1999998,13.4,4.0999999,14,29.799999,14.9,32.900002,37.900002,83.300003,84.578957,83.960396,0,6037,0,90031,.050999999,12.311419,.208,0,1593.6907,28.6,11,.085000001,8,2.1500001,61.529999,7.5100002,488.79001,1511.7059,80.07,51.169998,7.1100001,8.3699999,42,28.5,49.900002,9.6999998,20.4,Los Angeles,4759,9.1400003,79.639999,11.22,70.43,3.8699999,4.4099998,0,19.059999,2.23
6037,6037199700,6037199700,Coronary heart disease among adults aged >=18 years,4.6999998,11.7,4,13.5,26.1,16.4,29.299999,38.400002,84,86.094475,79.235878,0,6037,0,90031,.048999999,13.262412,.63999999,0,1841.3173,45.950001,36.299999,6.7950001,8,1.2,75.449997,9.21,787.94,2494.6482,74.790001,56.77,6.52,9.3500004,35,23.299999,53.200001,3.7,30.700001,Los Angeles,3063,5.8800001,78.129997,16,65.360001,17.66,.69,0,15.58,.72000003
6037,6037199800,6037199800,Coronary heart disease among adults aged >=18 years,6.8000002,16.5,4.1999998,17.299999,36.200001,12.2,39.5,40.700001,80.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037199900,6037199900,Coronary heart disease among adults aged >=18 years,5.6999998,14.2,4.0999999,15.1,32.900002,14.7,35.700001,39.599998,82.099998,88.797913,71.00592,0,6037,0,90031,.048999999,12.735087,.51800001,0,1861.8877,11,31.299999,2.7049999,14,0,72.529999,8.8599997,840.03998,2434.4114,87.529999,52.950001,5.4299998,8.8699999,49.5,27.1,51.900002,11.5,27.5,Los Angeles,2692,14,71.25,14.75,82.389999,1.89,1.5599999,0,14.15,0
6037,6037201110,6037201110,Coronary heart disease among adults aged >=18 years,4.4000001,11.4,4.5,10.8,23.4,17,26.799999,36.700001,86.699997,90.285973,86.572891,0,6037,0,90032,.052999999,11.62234,.037999999,0,1475.314,0,0,.0099999998,2,0,39.599998,4.8299999,794.35999,900.60626,83.309998,60.119999,7.0799999,12.71,28,13.4,31,2,23.299999,Los Angeles,2147,7.5,76.849998,15.65,76.010002,10.81,.64999998,0,12.53,0
6037,6037201120,6037201120,Coronary heart disease among adults aged >=18 years,4,10.5,3.9000001,11.1,23.200001,17.6,26.6,37.700001,84.599998,90.601036,92.700729,0,6037,0,90032,.052999999,11.86386,.055,0,1453.0614,.89999998,8.75,.235,0,0,43.869999,5.3600001,804.06,684.07709,78.169998,52.98,6.4000001,11.3,27,10.2,33.799999,9.1000004,32.799999,Los Angeles,4144,17.08,71.309998,11.61,80.279999,8.7399998,1.3,0,7.9899998,1.6900001
6037,6037201200,6037201200,Coronary heart disease among adults aged >=18 years,4.6999998,12.2,3.9000001,13.2,29.200001,16.700001,31.700001,37.599998,82.199997,93.503136,86.855667,0,6037,0,90032,.052000001,11.929074,.066,0,1548.4231,0,0,.25,0,0,41.459999,5.0599999,488.79001,1264.728,83.220001,63.369999,6.6100001,13.34,41.700001,10,43.299999,7.0999999,23.799999,Los Angeles,2893,15.21,73.279999,11.51,81.440002,7.1599998,0,0,10.75,.66000003
6037,6037201301,6037201301,Coronary heart disease among adults aged >=18 years,5.5999999,13.6,4.6999998,12.8,29.1,15.1,31.6,38,84.5,87.508759,83.97493,0,6037,0,90032,.052000001,12.076263,.055,0,1565.693,0,0,.5,2,2,46.689999,5.6999998,488.79001,982.96399,74.220001,59.259998,8.0200005,12.54,39.700001,16.6,43.900002,4.9000001,22.4,Los Angeles,4498,14.98,70.830002,14.18,76.879997,5,2.27,0,15.78,.07
6037,6037201302,6037201302,Coronary heart disease among adults aged >=18 years,4.5,10.2,5.4000001,9.8000002,16.299999,14.4,21.299999,35.799999,88.800003,96.911835,92.153763,0,6037,0,90042,.052000001,11.800227,.046,0,1469.2507,.1,3,.059999999,2,1.2,33.959999,4.1500001,488.79001,665.71509,21.030001,32.279999,4.0599999,7.7399998,12.1,13.8,32.400002,2.7,22.9,Los Angeles,4341,10.23,73.190002,16.59,26.17,20.959999,5.5300002,0,42.040001,5.3000002
6037,6037201401,6037201401,Coronary heart disease among adults aged >=18 years,4.5,11.7,4.0999999,11.6,25.4,16.4,28.799999,37.700001,85.900002,91.068298,82.325218,0,6037,0,90032,.050999999,12.11019,.131,0,1655.3702,0,4,.73000002,0,.2,47.02,5.7399998,488.79001,1075.8862,69.25,63.369999,6.1399999,13.34,31.9,14.3,54.5,6.4000001,26.6,Los Angeles,4693,10.53,77.260002,12.21,75.639999,6.9299998,1,3.24,10.01,3.1700001
6037,6037201402,6037201402,Coronary heart disease among adults aged >=18 years,6.8000002,16,5.4000001,12.3,30.4,13.5,33,36.799999,85.699997,93.4375,79.196838,0,6037,0,90032,.050999999,12.195271,.13699999,0,1881.817,23,63.75,1.215,6,2.5,63.68,7.7800002,488.79001,706.72473,73.660004,63.369999,4.9200001,13.34,38.700001,23,51.099998,5.9000001,13.3,Los Angeles,4995,8.9099998,70.25,20.84,74.370003,3.8,.83999997,0,18.98,2
6037,6037201501,6037201501,Coronary heart disease among adults aged >=18 years,4.9000001,12.4,4.3000002,11.9,26.9,16.299999,29.9,37.099998,84.599998,89.712227,89.127602,0,6037,0,90032,.052000001,11.940506,.086999997,0,1548.2477,16.5,9.3500004,.70999998,0,0,51.52,6.29,840.40002,584.04865,76.669998,59.950001,8.3500004,12.66,33.299999,18,41.5,8.8999996,22.200001,Los Angeles,5367,13.71,72.870003,13.42,82.769997,9.3500004,1.02,0,6.3400002,.51999998
6037,6037201503,6037201503,Coronary heart disease among adults aged >=18 years,5,12.9,4.0999999,12.7,29.4,15.9,32.200001,38.200001,83,86.606606,81.365852,0,6037,0,90032,.052000001,11.965683,.071000002,0,1572.3867,0,0,.07,0,0,39.400002,4.8099999,488.79001,1179.014,85.18,63.369999,5.7199998,13.34,32.400002,16.5,50.700001,7.5,32,Los Angeles,3364,13.73,75.18,11.09,86.470001,5.29,1.0700001,0,7.1599998,0
6037,6037201504,6037201504,Coronary heart disease among adults aged >=18 years,4.9000001,12.8,4.0999999,13,29.1,16.299999,31.5,37.700001,83.900002,85.448631,90.46875,0,6037,0,90032,.052000001,11.965683,.071999997,0,1636.553,0,0,.27500001,0,0,39.139999,4.7800002,488.79001,677.07831,85.089996,63.369999,7.3400002,13.34,38.5,8.1999998,46.200001,8.6000004,31.1,Los Angeles,2302,13.47,70.550003,15.99,79.410004,10.51,1,0,5.4299998,3.6500001
6037,6037201601,6037201601,Coronary heart disease among adults aged >=18 years,4.8000002,12.4,4.6999998,10.8,24.5,16.1,28.1,36,87.199997,80.490799,85.243744,0,6037,0,90032,.050999999,11.981098,.107,0,1810.6686,12.7,16.299999,1.335,0,.5,52.299999,6.3899999,488.79001,671.948,71.120003,63.369999,10.24,13.34,27.1,17.799999,35.400002,16.4,8.5,Los Angeles,2323,7.2800002,77.699997,15.02,79.769997,4.6900001,2.54,0,9.5600004,3.4400001
6037,6037201602,6037201602,Coronary heart disease among adults aged >=18 years,5.0999999,13,4.5999999,11.9,27.299999,15.7,30.1,36.400002,85.699997,89.93605,79.145729,0,6037,0,90032,.052000001,11.969062,.243,0,1678.2106,19.15,14.3,2.03,0,0,55.18,6.7399998,488.79001,818.41809,75.93,62.200001,4.8000002,13.11,36.700001,9.1999998,38,11.1,16.200001,Los Angeles,2960,10,73.949997,16.049999,83.610001,3.48,.1,.83999997,11.15,.81
6037,6037201700,6037201700,Coronary heart disease among adults aged >=18 years,3.5999999,9.1000004,3.3,10.7,20.299999,17.6,25.200001,38.200001,82.599998,91.239891,92.85228,0,6037,0,90032,.050999999,12.084239,.51899999,0,2124.6101,22.9,21.35,5.1500001,0,1.25,64.529999,7.8800001,788.02002,967.48993,65.75,52.240002,5.96,11.12,22.9,10.2,37.700001,12.4,22.799999,Los Angeles,5514,9.8699999,82.540001,7.5999999,63.639999,14.24,5.4400001,0,14.09,2.5899999
6037,6037203100,6037203100,Coronary heart disease among adults aged >=18 years,4.6999998,12.6,3.5,14.8,33.599998,16.5,35.400002,39.400002,81.900002,83.770317,77.884613,0,6037,0,90033,.048999999,12.41775,.94199997,0,1883.2444,5.5,44.299999,.51499999,6,5.5,69.099998,8.4399996,488.79001,1663.6084,82.360001,60.330002,5.0799999,13.14,52.900002,25.299999,62.799999,8.5,32.299999,Los Angeles,4498,15.56,74.699997,9.7399998,94.730003,.88999999,1.29,0,2.1099999,.98000002
6037,6037203200,6037203200,Coronary heart disease among adults aged >=18 years,4.6999998,12.1,3.5999999,13.2,30.6,17.1,32.700001,37.599998,80.699997,86.556564,81.676559,0,6037,0,90033,.048999999,12.280251,.28200001,0,1992.9927,4.0999999,8.5500002,.11,0,3,55.599998,6.79,488.79001,1665.0718,84.699997,51.52,6.5500002,12.59,43.200001,12.4,54.299999,5.1999998,27.799999,Los Angeles,5695,20.120001,71.889999,7.9899998,94.940002,2.99,.93000001,.19,.37,.57999998
6037,6037203300,6037203300,Coronary heart disease among adults aged >=18 years,7.6999998,17.1,4.6999998,17.1,37.099998,13.1,37.900002,39.599998,80.599998,92.114693,86.143188,0,6037,0,90033,.048999999,12.576876,1.053,0,1894.9933,16.799999,47.549999,2.0899999,13,.5,74.459999,9.0900002,798.87,2125.8665,74.68,65.529999,6.1599998,13.45,52.099998,28.4,71.699997,11.9,28.299999,Los Angeles,2000,7.6999998,84.5,7.8000002,75.550003,2.8499999,10.45,0,6.9499998,4.1999998
6037,6037203500,6037203500,Coronary heart disease among adults aged >=18 years,5.4000001,14,4,13.6,30.799999,15,33.099998,38.099998,83.300003,90.184242,84.301735,0,6037,0,90033,.048999999,12.841928,.95599997,0,1984.4734,78.650002,39.849998,5.0799999,7,0,73.809998,9.0100002,761.15997,3196.0522,89.230003,81.129997,6.02,16.940001,33,22.4,65.400002,3.9000001,29.1,Los Angeles,2907,11.66,75.370003,12.97,77.230003,4.8800001,3.27,0,14.62,0
6037,6037203600,6037203600,Coronary heart disease among adults aged >=18 years,4.9000001,12.5,3.7,13.9,32.5,16.799999,34,37.599998,81.599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037203710,6037203710,Coronary heart disease among adults aged >=18 years,5.5999999,14.2,3.8,15.2,35.900002,16,37,39.099998,81.099998,82.783279,84.107582,0,6037,0,90033,.048999999,12.410487,.29300001,0,2031.6693,4,0,.079999998,0,0,47.119999,5.75,488.79001,1116.5443,93.389999,68.419998,2.97,14.62,54.900002,11.1,48.200001,2.5,25.6,Los Angeles,3270,16.540001,73.760002,9.6899996,97.709999,1.1,.51999998,0,.67000002,0
6037,6037203720,6037203720,Coronary heart disease among adults aged >=18 years,5.8000002,14.4,3.8,15.6,36.700001,15.6,37.700001,39.700001,79.300003,84.304932,72.368423,0,6037,0,90033,.048999999,12.410487,.29499999,0,2102.0366,1.7,.30000001,.11,7,0,50.049999,6.1100001,488.79001,875.35419,95.720001,67.400002,4.4000001,14.43,51.400002,22.5,66.5,6.0999999,29.200001,Los Angeles,4072,16.549999,75.419998,8.0299997,97.739998,1.52,0,0,.54000002,.2
6037,6037203800,6037203800,Coronary heart disease among adults aged >=18 years,5.8000002,14.5,3.9000001,15.1,35.599998,15.7,36.799999,38.400002,82,85.90464,79.067932,0,6037,0,90063,.048999999,12.286271,.234,0,2140,.2,0,.035,0,0,40.25,4.9099998,488.79001,533.55774,89.220001,53.209999,3.4300001,15.31,45,13.6,58.900002,6.8000002,30.6,Los Angeles,4829,18.08,70.82,11.1,97.120003,.97000003,.20999999,0,1.5700001,.12
6037,6037203900,6037203900,Coronary heart disease among adults aged >=18 years,4.6999998,12,4,12.3,29.1,17.6,31.5,37.099998,81.400002,85.589523,80,0,6037,0,90063,.048999999,12.231909,.74800003,0,2509.1101,2.5,.75,.22499999,0,.2,52.779999,6.4400001,488.79001,1856.806,92.480003,49.830002,4.8400002,14.49,44.599998,14.9,49.700001,5.5999999,32.099998,Los Angeles,3353,13.39,75.839996,10.77,97.139999,2.0899999,.77999997,0,0,0
6037,6037204110,6037204110,Coronary heart disease among adults aged >=18 years,5.1999998,12.8,4.5,11.6,28.9,16.799999,31.1,36.099998,84.900002,87.002579,80.094231,0,6037,0,90063,.048999999,12.286271,.35100001,0,2317.1433,1.4,.30000001,.02,0,0,43.130001,5.27,488.79001,700.85754,84.059998,50.57,4.5300002,14.34,42.400002,21.6,44.599998,7.4000001,28.9,Los Angeles,3286,11.96,77.690002,10.35,96.379997,3.6199999,0,0,0,0
6037,6037204120,6037204120,Coronary heart disease among adults aged >=18 years,5.0999999,13,4,13.1,31.5,16.6,33.5,37.700001,83.099998,85.470085,72.005211,0,6037,0,90063,.048,12.231909,.82700002,0,2415.5901,1.7,0,0,7,0,52.290001,6.3800001,488.79001,1414.1584,91.959999,41.630001,4.6599998,11.82,42,12.7,54.700001,6.4000001,18.1,Los Angeles,2971,14.91,72.160004,12.92,93.440002,3.0599999,1.11,.34,.83999997,1.21
6037,6037204200,6037204200,Coronary heart disease among adults aged >=18 years,5.5999999,14,3.7,16.200001,36.700001,15.8,37.900002,39,79.5,82.352943,71.255058,0,6037,0,90033,.048999999,12.286271,.29499999,0,2199.2432,1.2,1.5,.11,7,0,51.709999,6.3099999,733.04999,842.04437,86.790001,69.809998,5.1300001,14.88,56.700001,22.700001,63.599998,4.9000001,30.4,Los Angeles,3657,15.5,77.739998,6.75,96.910004,1.04,.33000001,0,1.72,0
6037,6037204300,6037204300,Coronary heart disease among adults aged >=18 years,6.8000002,16.1,4.5,15.4,37.799999,14.6,38.599998,39.099998,82,85.991112,66.543846,0,6037,0,90033,.048999999,12.413695,.52999997,0,2299.5632,7.75,6,.050000001,7,0,56.27,6.8699999,736.16998,820.73639,89.349998,57.540001,6.8499999,12.67,54,21.5,62.299999,9.3999996,29.299999,Los Angeles,5445,15.54,72.050003,12.42,95.559998,2.52,.40000001,0,1.38,.15000001
6037,6037204410,6037204410,Coronary heart disease among adults aged >=18 years,5.4000001,13.8,3.7,15.8,35.799999,15.9,37,38.799999,81.599998,89.537804,71.706589,0,6037,0,90033,.048999999,12.637531,.85100001,0,2118.9534,1.2,5,.175,7,0,61.360001,7.4899998,822.67999,3567.9875,94.709999,81.339996,4.3800001,16.99,54.599998,25.200001,54.599998,3.2,30.799999,Los Angeles,2575,10.83,75.650002,13.51,96.470001,1.36,.19,0,1.98,0
6037,6037204420,6037204420,Coronary heart disease among adults aged >=18 years,5.5,13.8,3.5999999,16.4,36.200001,16.200001,37.5,40.200001,79.199997,83.2938,72.330658,0,6037,0,90033,.048999999,12.637531,.71100003,0,2164.0735,4.5,6,.13500001,7,0,57.959999,7.0799999,824.28998,795.74884,91.260002,81.339996,6.29,16.99,51.099998,26.799999,69,6.4000001,31.799999,Los Angeles,3154,14.39,79.260002,6.3400002,90.769997,1.24,4.8200002,0,2.54,.63
6037,6037204600,6037204600,Coronary heart disease among adults aged >=18 years,5.8000002,14,3.9000001,14.6,34.700001,15.9,35.900002,39.099998,81,87.005386,74.03846,0,6037,0,90023,.048,12.47303,.98900002,0,2338.0801,8.5,6.3000002,.755,7,8.1000004,72.650002,8.8699999,787.94,3291.9829,93.050003,51.48,5.2199998,13.23,51.099998,17.1,64.199997,9.3999996,35.5,Los Angeles,4080,9.8999996,77.919998,12.18,91.080002,3.95,2.23,0,2.1300001,.61000001
6037,6037204700,6037204700,Coronary heart disease among adults aged >=18 years,4.8000002,12.4,4,12.7,29.799999,17.200001,32.200001,37.5,83.900002,82.332153,84.316895,0,6037,0,90023,.048,12.308277,1.076,0,2522.0466,5.6500001,1.05,3.9000001,7,4.75,70.610001,8.6199999,828.12,4013.2085,91.360001,70.82,5.8099999,19.23,41.5,10,39.200001,8.6000004,24.5,Los Angeles,5510,16.639999,70.980003,12.38,95.919998,1.27,1.0700001,0,1.14,.60000002
6037,6037204810,6037204810,Coronary heart disease among adults aged >=18 years,5.4000001,13.6,3.8,14.8,34.700001,16.299999,36,38.5,79.599998,88.520927,82.013832,0,6037,0,90023,.048,12.308277,.79500002,0,2655.4668,9,1.8,2.6600001,7,0,65.599998,8.0100002,770.35999,4050.334,84.160004,55.5,6.6700001,15.35,49.799999,20.200001,53.799999,6.6999998,33.900002,Los Angeles,5277,15.2,75.360001,9.4399996,96.650002,0,2.2,.17,.52999997,.44999999
6037,6037204820,6037204820,Coronary heart disease among adults aged >=18 years,5.9000001,14.3,4.4000001,13.6,33.5,15.8,35.299999,37.299999,83,86.501633,70.986458,0,6037,0,90023,.048,12.240944,.579,0,3039.2466,24.15,7.8000002,8.0050001,7,1,71.860001,8.7700005,787.94,3550.7002,81.050003,76.099998,4.9099998,20.870001,44.900002,23,59.400002,2.5,29.9,Los Angeles,2241,12.41,75.230003,12.36,94.910004,2.5899999,2.28,0,.22,0
6037,6037204910,6037204910,Coronary heart disease among adults aged >=18 years,5.5,13.8,3.8,15.4,35.5,16,36.400002,38.599998,79.699997,86.319405,69.421486,0,6037,0,90023,.048,12.254963,.77999997,0,3051.3201,6.5,4.5,2.3599999,7,.5,68.150002,8.3199997,813.46002,3824.6606,83.139999,76.099998,3.98,20.870001,54.900002,25.799999,55.200001,6.5,24.700001,Los Angeles,3341,12.03,75.790001,12.18,96.169998,2.48,.87,0,.23999999,.23999999
6037,6037204920,6037204920,Coronary heart disease among adults aged >=18 years,6.3000002,15.5,4.0999999,15.4,37.5,15.1,38.200001,38,80.099998,92.346207,77.811096,0,6037,0,90023,.048,12.25164,.78100002,0,3682.6934,38.75,20.5,11.62,7,4.8499999,77.669998,9.4799995,787.94,2522.6223,92.559998,76.099998,7.1100001,20.870001,52.200001,17.1,62.599998,6.4000001,20.299999,Los Angeles,2751,13.34,72.589996,14.07,97.269997,1.71,.83999997,0,0,.18000001
6037,6037205110,6037205110,Coronary heart disease among adults aged >=18 years,4.1999998,11.5,2.7,17.5,36.599998,17.4,38.200001,40.200001,77.5,75.277252,62.785114,0,6037,0,90023,.048,12.253983,.36300001,0,2808.5701,12.75,3.55,9.8100004,7,5.5500002,67.550003,8.25,787.94,752.20551,98.699997,76.099998,5.6799998,20.870001,60.700001,26.299999,60.799999,5,28.5,Los Angeles,3904,18.799999,77.050003,4.1500001,95.800003,1.51,.46000001,0,2.23,0
6037,6037205120,6037205120,Coronary heart disease among adults aged >=18 years,6.4000001,16.1,3.5999999,18.4,42.299999,14.5,42.299999,39.799999,77.300003,88.971764,64.719101,0,6037,0,90023,.046999998,12.274078,.57099998,0,4157.7402,58.650002,20,22.27,7,6.5,74.559998,9.1000004,787.94,928.46472,88.260002,76.099998,5.8800001,20.870001,59,22.4,82.300003,3.3,26.1,Los Angeles,3548,15.14,76.129997,8.7399998,96.25,.68000001,2.03,0,1.04,0
6037,6037206010,6037206010,Coronary heart disease among adults aged >=18 years,6.8000002,16.799999,4.5,16.5,33.799999,11.6,37.400002,40.299999,83.099998,85.098335,84.414665,0,6037,0,90012,.048999999,13.32985,.55299997,0,1841.684,70.349998,33.849998,5.3800001,8,3.75,75.029999,9.1599998,787.94,1563.559,64.980003,30.75,8.0200005,10.73,49.400002,21.1,58.400002,7.5999999,18.700001,Los Angeles,4121,9.0799999,74.470001,16.450001,53.919998,7.6900001,1.09,0,36.860001,.44
6037,6037206020,6037206020,Coronary heart disease among adults aged >=18 years,2.9000001,7.0999999,2.3,17.1,20.9,26.799999,24.700001,42.400002,79.400002,91.592133,97.153023,0,6037,0,90012,.048999999,12.873426,.72399998,0,1987.6857,146.55,29.9,5.9200001,8,0,65.279999,7.9699998,787.94,1951.413,0,30.75,,10.73,33.599998,3.7,19,.89999998,,Los Angeles,8947,.07,99.110001,.82999998,43.189999,18.52,30.99,.56999999,4.2199998,2.51
6037,6037206031,6037206031,Coronary heart disease among adults aged >=18 years,2.2,5.3000002,3.2,8.3000002,9.8000002,20.4,14.8,35.200001,86.300003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037206032,6037206032,Coronary heart disease among adults aged >=18 years,7,16.4,4.5,15.7,36.400002,13.7,38.900002,38.099998,81.400002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037206050,6037206050,Coronary heart disease among adults aged >=18 years,9.8999996,18.5,7.3000002,12.3,36,11.7,37.700001,36.200001,86.900002,95.536957,50.913521,0,6037,0,90023,.048,12.415374,1.141,0,2566.77,33.549999,13.75,9.2399998,7,23.1,76.290001,9.3199997,787.94,3665.6858,65.25,51.490002,10.32,12.45,43.799999,22.1,58.900002,9.6000004,25.6,Los Angeles,2031,8.9099998,63.66,27.42,79.620003,6.3499999,4.23,.25,7.7800002,1.77
6037,6037206200,6037206200,Coronary heart disease among adults aged >=18 years,9,19.200001,6.3000002,14.1,28.299999,11.7,32.299999,40.5,88.800003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037206300,6037206300,Coronary heart disease among adults aged >=18 years,13.6,28.1,5.0999999,29.700001,49.299999,12,46.200001,49.400002,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037207101,6037207101,Coronary heart disease among adults aged >=18 years,5.3000002,11.4,4.5,11.2,19.5,12.8,26.9,38.799999,83.699997,86.482338,79.047073,0,6037,0,90012,.048,12.875646,1.068,.13,1938.1433,2.05,24.1,1.525,7,.69999999,66.449997,8.1099997,787.94,2813.6409,35.84,30.75,2.6199999,10.73,25.299999,32.5,53.299999,10.5,26.9,Los Angeles,3717,11.33,71.080002,17.59,14.21,14.85,13.4,0,52.060001,5.4899998
6037,6037207102,6037207102,Coronary heart disease among adults aged >=18 years,9,19.6,6.0999999,13.5,30.5,9.1999998,36.400002,39.5,87.400002,94.247093,75.252525,0,6037,0,90012,.048,12.875646,.949,.059999999,1978.6683,16.75,26.65,3.04,7,0,66.269997,8.0900002,787.94,1750.2914,25.639999,30.75,7.46,10.73,40.799999,38.200001,57.099998,11.3,27.1,Los Angeles,2926,4.3099999,67.769997,27.92,22.799999,8.4799995,7.52,2.53,57.93,.75
6037,6037207103,6037207103,Coronary heart disease among adults aged >=18 years,8.1000004,19,5,16.200001,31.4,8.3999996,38,42.099998,83.800003,90.904854,74.594597,0,6037,0,90012,.048999999,12.875646,.77399999,0,1892.7843,12.85,30.299999,2.575,8,0,67.18,8.1999998,787.94,1546.3512,52.98,30.75,6.1900001,10.73,44.599998,50.799999,61.900002,14,34.799999,Los Angeles,2393,8.0200005,65.940002,26.030001,7.52,7.5599999,2.3800001,.20999999,80.989998,1.34
6037,6037207301,6037207301,Coronary heart disease among adults aged >=18 years,5,10.1,4.8000002,12.4,18.1,18.799999,21.799999,37.200001,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037207302,6037207302,Coronary heart disease among adults aged >=18 years,3.8,7.8000002,3.9000001,12.6,15.7,21,19.4,37.099998,85.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037207400,6037207400,Coronary heart disease among adults aged >=18 years,3.8,8.8000002,3.0999999,13.6,19.5,23.299999,23.1,40.5,84.900002,88.499451,77.087791,0,6037,0,90012,.048,12.625171,1.0549999,.17,2025.6713,37.150002,40.049999,2.135,7,15,79.620003,9.7200003,787.94,1934.5876,,30.75,,10.73,11.3,23.799999,34.200001,10.6,,Los Angeles,1539,2.21,93.699997,4.0900002,44.639999,15.07,25.73,.70999998,12.15,1.6900001
6037,6037207501,6037207501,Coronary heart disease among adults aged >=18 years,3.2,6.8000002,4.1999998,8.1999998,11.5,16.799999,17,35.299999,86.099998,85.794655,95.433792,0,6037,0,90012,.048,12.542058,1.174,.18000001,2014.351,11.15,10.75,.54500002,7,9.5,67.779999,8.2799997,787.94,2302.0093,11.9,30.75,5.21,10.73,1,6.5,24.9,7.5999999,14.9,Los Angeles,2193,5.2399998,85.089996,9.6700001,21.389999,28.73,11.45,0,31.42,7.02
6037,6037207502,6037207502,Coronary heart disease among adults aged >=18 years,10.2,18.200001,8.1999998,9.6999998,24.6,9.8000002,30.799999,34.299999,88.400002,96.223961,58.641708,0,6037,0,90071,.048,12.521854,1.548,.16,2047.6161,12.65,12.3,1.12,7,26.25,69.620003,8.5,787.94,1616.5619,17.91,47.790001,7.6900001,8.6899996,20.799999,52.700001,53.200001,4.4000001,6.5,Los Angeles,2888,2.1500001,48.27,49.580002,5.8899999,23.440001,9.6999998,0,58.900002,2.0799999
6037,6037207710,6037207710,Coronary heart disease among adults aged >=18 years,3.7,8,4.6999998,8.3000002,12.3,18.5,17.6,34.400002,86.900002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037207900,6037207900,Coronary heart disease among adults aged >=18 years,2.5,6,3.0999999,8.3000002,11.5,18.700001,17.200001,35.299999,84.199997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037208000,6037208000,Coronary heart disease among adults aged >=18 years,4,10.7,2.9000001,15.4,28.5,16.1,32.299999,40.400002,79.099998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6037,6037208301,6037208301,Coronary heart disease among adults aged >=18 years,3.8,10.2,2.3,18.1,36.299999,18.299999,38.299999,40.599998,74.199997,68.15802,74.265976,0,6037,0,90026,.048,12.336471,.26300001,0,1908.108,12.65,11.5,.19499999,7,1.75,62.560001,7.6399999,787.94,1088.5254,82.360001,35.25,5.3800001,7.0599999,55.700001,51.599998,68.800003,5.1999998,33.5,Los Angeles,2148,15.13,82.220001,2.6500001,92.599998,.50999999,1.58,.33000001,4,.98000002
6037,6037208302,6037208302,Coronary heart disease among adults aged >=18 years,5.5,13.9,3.9000001,15.9,33,15,35.200001,39.400002,81.400002,84.444443,74.026665,0,6037,0,90026,.048,12.336471,.59399998,0,1880.377,18.6,14,.38,7,7,70.339996,8.5900002,787.94,1241.4962,81.290001,45.669998,6.9099998,10.62,43.400002,27.5,64.5,8.1999998,24.4,Los Angeles,5269,13.21,78.650002,8.1400003,75.099998,5.8499999,8.1000004,0,9.96,.99000001
6037,6037208401,6037208401,Coronary heart disease among adults aged >=18 years,5.8000002,13.2,3.9000001,15.7,33.799999,15.7,36.799999,39.400002,80.5,75.384285,71.634933,0,6037,0,90057,.048,12.336471,.329,0,1855.2926,6.6500001,13.75,.31,7,.69999999,60.849998,7.4299998,787.94,1156.5897,65.190002,41.869999,4.2199998,10.62,46.5,47,70.400002,6.4000001,21.200001,Los Angeles,4765,14.35,71.190002,14.46,70.870003,2.3099999,1.5700001,0,25.25,0
